product_code,product_name,group_code,group_name,line_name,color,forecast_qty_q2,forecast_revenue_q2,forecast_qty_conservative,forecast_qty_optimistic,avg_unit_price,is_new_sku,missing_master_flag,rank_qty,rank_revenue
227002009000,Xe đạp Thống Nhất LD 24-02 Hồng,UNKNOWN_GROUP,Unknown group,Unknown line,Hồng,0.0,0.0,0.0,0.0,1846574.07,0,True,168,185
227002014000,Xe đạp Thống Nhất LD 24-02 Xanh Santorini,CITYBIKE_P,Xe phổ thông,Xe LD 24-02,Xanh Santorini,0.0,0.0,0.0,0.0,1846574.07,0,False,168,185
230002001000,Xe đạp Thống Nhất M 27-01 Đen,CITYBIKE_P,Xe phổ thông,Xe M 27-01,Đen,0.0,0.0,0.0,0.0,1250000.0,0,False,168,185
230002002000,Xe đạp Thống Nhất LD 26 Trắng,CITYBIKE_P,Xe phổ thông,Xe LD 26,Trắng,619.0096,1102309854.8814242,495.20768,742.8115199999999,1780763.7472527472,0,False,32,30
230002009000,Xe đạp Thống Nhất LD 26 Pastel Hồng,UNKNOWN_GROUP,Unknown group,Unknown line,Hồng Pastel,1173.9915,2103304738.3840344,939.1932,1408.7898,1791584.2988505748,1,True,11,10
230002013000,Xe đạp Thống Nhất LD 26 Pastel Xanh,UNKNOWN_GROUP,Unknown group,Unknown line,Xanh Pastel,1371.5657999999999,2476757376.7410803,1097.2526400000002,1645.87896,1805788.228855721,1,True,9,7
230002014000,Xe đạp Thống Nhất LD 26 Xanh Santorini,CITYBIKE_P,Xe phổ thông,Xe LD 26,Xanh Santorini,392.3304,694672794.061139,313.86432,470.79648,1770632.0847457626,1,False,45,41
230002023000,Xe đạp Thống Nhất LD 26 Kem,CITYBIKE_P,Xe phổ thông,Xe LD 26,Kem,2105.6243999999997,3790730264.923565,1684.4995199999998,2526.7492799999995,1800287.9644268777,1,False,3,2
230002027000,Xe đạp Thống Nhất M 27-01 Xanh nước biển,CITYBIKE_P,Xe phổ thông,Xe M 27-01,Xanh Nước Biển,0.0,0.0,0.0,0.0,1250000.0,0,False,168,185
231002002000,Xe đạp Thống Nhất LD 26 We Bare Bears Trắng,UNKNOWN_GROUP,Unknown group,Unknown line,Trắng,219.20250000000001,466946946.52031255,175.36200000000002,263.043,2130208.125,1,True,75,62
231002023000,Xe đạp Thống Nhất LD 26 We Bare Bears Kem,UNKNOWN_GROUP,Unknown group,Unknown line,Kem,315.7352000000001,690376480.796952,252.58816000000004,378.88224,2186567.9873417723,1,True,59,42
231003002000,Xe đạp Thống Nhất M2601 Trắng,SPORTBIKE_S,Xe thể thao thép,Xe M2601,Trắng,0.0,0.0,0.0,0.0,2844722.22,0,False,168,185
231003002001,Xe đạp Thống Nhất M2601 Shimano Trắng (tem tím),SPORTBIKE_S,Xe thể thao thép,Xe M2601 Shimano,Trắng,5.5332,9185112.0,4.42656,6.6398399999999995,1660000.0,0,False,157,164
231003005000,Xe đạp Thống Nhất M2601 Đen Tem cam,SPORTBIKE_S,Xe thể thao thép,Xe M2601,Đen,0.0,0.0,0.0,0.0,1200000.0,0,False,168,185
231003005001,Xe đạp Thống Nhất M2601 Shimano Đen (tem cam),SPORTBIKE_S,Xe thể thao thép,Xe M2601 Shimano,Đen,2.7666,4592556.0,2.21328,3.3199199999999998,1660000.0,0,False,164,179
